"study_id","site_id","core_id","core_year","core_latitude","core_longitude","core_position_method","core_position_notes","salinity_class","salinity_method","vegetation_class","vegetation_method","core_length_flag","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","cs137_activity","cs137_activity_se","depth_interval_notes","fraction_nitrogen","Habitat_type"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.3226,0.220238,0.091363,5.0777,1.9428,NA,0.00549,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.2658,0.250071,0.077288,6.1521,2.0252,NA,0.00404,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.2569,0.226675,0.083841,8.2903,2.6088,NA,0.004848,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.2384,0.236842,0.083521,11.9196,2.6223,NA,0.00494,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.2489,0.234349,0.092421,9.4278,2.5662,NA,0.005514,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.2153,0.24898,0.046976,11.3613,3.3369,NA,0.003116,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.2468,0.25311,0.09145,16.5173,2.9148,NA,0.005333,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.2292,0.247113,0.092709,9.2045,2.9034,NA,0.005293,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.2512,0.253413,0.088213,11.391,2.1401,NA,0.005095,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.2888,0.231488,0.079494,22.3862,2.5584,NA,0.004339,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.5183,0.110022,0.02165,12.2656,1.4758,NA,0.00121,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.314,0.200756,0.068914,28.2666,2.4662,NA,0.004209,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_1",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.2695,0.233032,0.086576,27.5969,2.7541,NA,0.004728,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.2068,0.144407,0.044139,6.4031,1.7591,NA,0.003234,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.3454,0.162713,0.058472,5.5741,1.1451,NA,0.004198,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.3688,0.174057,0.059926,5.0128,1.0496,NA,0.004439,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.3321,0.207425,0.068013,2.4954,1.3488,NA,0.004699,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.3197,0.218302,0.07036,4.9436,1.2169,NA,0.004831,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.3181,0.485852,0.070705,4.8202,1.3571,NA,0.004958,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.3299,0.183633,0.070562,6.5368,1.1988,NA,0.004568,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.2933,0.211099,0.077063,6.9749,1.2433,NA,0.005097,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.2456,0.247736,0.097299,7.4811,1.1498,NA,0.005802,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.25,0.265205,0.096513,7.9398,1.6347,NA,0.005782,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.2383,0.273168,0.097223,14.5806,1.5855,NA,0.005723,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.2613,0.246126,0.098493,14.8188,1.3652,NA,0.005711,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.2507,0.222698,0.089184,14.0225,1.6048,NA,0.005396,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.2439,0.265452,0.109752,34.8459,1.9441,NA,0.006448,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.2226,0.270916,0.104429,20.3327,2.0721,NA,0.006128,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.2505,0.278613,0.121331,31.9795,1.6358,NA,0.006572,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",32,34,0.3576,0.174792,0.095778,25.8925,1.2905,NA,0.005877,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",34,36,0.2767,0.237572,0.115859,52.0881,1.7443,NA,0.005839,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",36,38,0.2205,0.24089,0.101463,11.585,1.9974,NA,0.005825,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",38,40,0.2556,0.249125,0.128831,30.7694,1.6624,NA,0.00683,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",40,42,0.221,0.311877,0.196884,16.694,1.7088,NA,0.009713,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",42,44,0.1918,0.367183,0.196489,8.3975,1.7845,NA,0.008951,"saltmarsh"
"Piazza_et_al_2020","CRMS0164_H","0164_H_2",2006.75,29.22375,-90.11115,"other low resolution","Looks like it's taken from boat near shore.","saline","measurement","emergent","measurement","core depth limited by length of corer",44,46,0.1788,0.419741,NA,4.2388,1.4408,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.1046,0.661489,NA,7.6334,3.7404,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.1214,0.724464,NA,10.8814,3.0421,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.0991,0.728571,NA,5.0116,3.7768,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",6,8,0.1141,0.607784,NA,16.3369,2.4015,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",8,10,0.119,0.559435,NA,21.4312,2.302,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",10,12,0.1291,0.523839,NA,22.1311,2.8742,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",12,14,0.1195,0.480803,NA,33.8026,3.5345,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",14,16,0.1097,0.457272,NA,40.2389,3.5996,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",16,18,0.1041,0.476144,NA,42.4067,3.9964,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",18,20,0.1328,0.445912,NA,42.8418,3.0983,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",20,22,0.1184,0.466552,NA,31.9663,3.4314,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",22,24,0.1254,0.425685,NA,46.9304,3.3445,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",24,26,0.1377,0.393287,NA,57.8173,2.9117,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",26,28,0.1446,0.418699,NA,106.2447,3.4616,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",28,30,0.1455,0.389535,NA,93.1543,3.2203,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_1",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",30,32,0.1814,0.395441,NA,42.4204,2.4579,NA,NA,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_2",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",0,2,0.0787,0.65342,0.309014,18.176,3.1322,NA,0.016612,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_2",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",2,4,0.1068,0.67842,0.297607,8.9452,2.6556,NA,0.018097,"saltmarsh"
"Piazza_et_al_2020","CRMS0294","0294_2",2006.75,29.41928,-90.94902,"handheld","Point located next to CRMS setup on Google Earth.","fresh","measurement","emergent","measurement","core depth limited by length of corer",4,6,0.085,0.693825,0.312823,6.6874,4.0124,NA,0.019828,"saltmarsh"
